Issue key,Version,
HIVE-16282,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/DynamicPartitionPruningOptimization.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceSinkDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ReduceWork.java;ql/src/java/org/apache/hadoop/hive/ql/plan/TezEdgeProperty.java
HIVE-16254,2.2.0,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/TestReplicationScenarios.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/EventUtils.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/AndFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/BasicFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/DatabaseAndTableFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/EventBoundaryFilter.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/event/filters/MessageFormatFilter.java;ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSemanticAnalyzer.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestReplicationSemanticAnalyzer.java
HIVE-16219,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/messaging/PartitionFiles.java;metastore/src/java/org/apache/hadoop/hive/metastore/messaging/json/JSONMessageDeserializer.java;metastore/src/test/org/apache/hadoop/hive/metastore/messaging/json/JSONMessageDeserializerTest.java
HIVE-16208,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorGroupByOperator.java
HIVE-16193,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java;ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
HIVE-16190,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestMergeStatement.java
HIVE-16187,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/exec/tez/TestHostAffinitySplitLocationProvider.java
HIVE-16180,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/SimpleAllocator.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-16174,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java
HIVE-16165,2.2.0,
HIVE-16150,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java
HIVE-16117,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveProjectSortTransposeRule.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveSortProjectTransposeRule.java
HIVE-16109,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java
HIVE-16103,2.2.0,llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapZookeeperRegistryImpl.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
HIVE-16102,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-16101,2.2.0,beeline/src/java/org/apache/hive/beeline/util/QFileClient.java
HIVE-16094,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskRunnerCallable.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-16087,2.2.0,
HIVE-16072,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonJvmInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonJvmMetrics.java
HIVE-16070,2.2.0,
HIVE-16057,2.2.0,beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java;itests/hive-unit/src/test/java/org/apache/hive/beeline/TestSchemaTool.java;beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java;beeline/src/java/org/apache/hive/beeline/HiveSchemaTool.java
HIVE-16054,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskRunnerCallable.java
HIVE-16050,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
HIVE-16043,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolManager.java
HIVE-16034,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidOutputFormat.java
HIVE-16033,2.2.0,
HIVE-16028,2.2.0,itests/util/src/main/java/org/apache/hadoop/hive/ql/security/authorization/plugin/sqlstd/SQLStdHiveAuthorizationValidatorForTest.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-16024,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMetaStoreChecker.java
HIVE-16023,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
HIVE-16013,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java;llap-tez/src/test/org/apache/hadoop/hive/llap/tezplugins/TestLlapTaskSchedulerService.java
HIVE-16007,2.2.0,jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
HIVE-15999,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-15994,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15992,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-15990,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java
HIVE-15971,2.2.0,llap-client/src/java/org/apache/hadoop/hive/llap/registry/impl/LlapRegistryService.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-15960,2.2.0,
HIVE-15958,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorTestHelpers.java
HIVE-15956,2.2.0,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-15951,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidRecordWriter.java
HIVE-15934,2.2.0,
HIVE-15924,2.2.0,
HIVE-15914,2.2.0,druid-handler/src/test/org/apache/hadoop/hive/ql/io/DruidRecordWriterTest.java
HIVE-15906,2.2.0,jdbc/src/java/org/apache/hive/jdbc/HiveConnection.java;service-rpc/src/gen/thrift/gen-cpp/TCLIService_types.cpp;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TOpenSessionReq.java;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TOpenSessionResp.java;service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TProtocolVersion.java
HIVE-15900,2.2.0,beeline/src/java/org/apache/hive/beeline/Commands.java;itests/hive-unit/src/main/java/org/apache/hive/jdbc/miniHS2/MiniHS2.java;itests/hive-unit/src/test/java/org/apache/hive/beeline/TestBeeLineWithArgs.java;itests/hive-unit/src/test/java/org/apache/hive/service/cli/operation/TestOperationLoggingAPIWithTez.java
HIVE-15891,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/Context.java;ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/UpdateDeleteSemanticAnalyzer.java
HIVE-15886,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskCommunicator.java
HIVE-15877,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandler.java;druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStoreClient.java
HIVE-15863,2.2.0,
HIVE-15855,2.2.0,hplsql/src/main/java/org/apache/hive/hplsql/Exec.java
HIVE-15850,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidQueryBasedInputFormat.java;druid-handler/src/test/org/apache/hadoop/hive/druid/TestHiveDruidQueryBasedInputFormat.java
HIVE-15849,2.2.0,hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlUdf.java;hplsql/src/main/java/org/apache/hive/hplsql/Udf.java;hplsql/src/test/java/org/apache/hive/hplsql/TestHplsqlUdf.java
HIVE-15847,2.2.0,common/src/java/org/apache/hadoop/hive/common/log/InPlaceUpdate.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/DAGSummary.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/RenderStrategy.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/monitoring/TezJobMonitor.java
HIVE-15827,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java
HIVE-15809,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
HIVE-15807,2.2.0,
HIVE-15806,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java;druid-handler/src/test/org/apache/hadoop/hive/druid/TestDruidSerDe.java
HIVE-15804,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java
HIVE-15782,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/io/parquet/LeafFilterFactory.java;ql/src/java/org/apache/hadoop/hive/ql/io/parquet/read/ParquetFilterPredicateConverter.java;ql/src/test/org/apache/hadoop/hive/ql/io/parquet/TestParquetRecordReaderWrapper.java
HIVE-15760,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java
HIVE-15754,2.2.0,itests/hcatalog-unit/src/test/java/org/apache/hive/hcatalog/listener/TestDbNotificationListener.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java
HIVE-15750,2.2.0,druid-handler/src/test/org/apache/hadoop/hive/druid/QTestDruidSerDe2.java;druid-handler/src/test/org/apache/hadoop/hive/druid/QTestDruidStorageHandler2.java
HIVE-15739,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartExprEvalUtils.java
HIVE-15686,2.2.0,
HIVE-15685,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java
HIVE-15680,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java;ql/src/java/org/apache/hadoop/hive/ql/exec/SMBMapJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java;ql/src/java/org/apache/hadoop/hive/ql/io/HiveInputFormat.java
HIVE-15669,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/comparator/ShortestJobFirstComparator.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorTestHelpers.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/TestTaskExecutorService.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/impl/comparator/TestShortestJobFirstComparator.java
HIVE-15667,2.2.0,
HIVE-15659,2.2.0,
HIVE-15656,2.2.0,
HIVE-15655,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15654,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java
HIVE-15651,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusOptionsProcessor.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapStatusServiceDriver.java
HIVE-15650,2.2.0,
HIVE-15648,2.2.0,
HIVE-15644,2.2.0,common/src/java/org/apache/hadoop/hive/common/JvmMetrics.java;common/src/java/org/apache/hadoop/hive/common/JvmMetricsInfo.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java;llap-server/src/java/org/apache/hadoop/hive/llap/metrics/LlapDaemonExecutorMetrics.java;llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/metrics/LlapTaskSchedulerMetrics.java
HIVE-15639,2.2.0,
HIVE-15637,2.2.0,
HIVE-15636,2.2.0,
HIVE-15635,2.2.0,
HIVE-15634,2.2.0,
HIVE-15633,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidQueryBasedInputFormat.java
HIVE-15632,2.2.0,
HIVE-15630,2.2.0,service/src/java/org/apache/hive/service/cli/session/HiveSessionImpl.java
HIVE-15589,2.2.0,ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java
HIVE-15583,2.2.0,itests/hive-unit/src/test/java/org/apache/hive/jdbc/TestJdbcDriver2.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
HIVE-15576,2.2.0,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java
HIVE-15574,2.2.0,
HIVE-15563,2.2.0,service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
HIVE-15503,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/GroupByOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/OperatorUtils.java;ql/src/java/org/apache/hadoop/hive/ql/exec/PTFTopNHash.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/TopNHash.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/MapRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ReduceRecordProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/plan/AbstractOperatorDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/OperatorDesc.java
HIVE-15494,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java
HIVE-15493,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15487,2.2.0,llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java;llap-tez/src/test/org/apache/hadoop/hive/llap/tezplugins/TestLlapTaskSchedulerService.java
HIVE-15484,2.2.0,
HIVE-15483,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-15482,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/TaskExecutorService.java
HIVE-15476,2.2.0,metastore/src/java/org/apache/hadoop/hive/metastore/MetaStoreDirectSql.java;metastore/src/java/org/apache/hadoop/hive/metastore/ObjectStore.java
HIVE-15474,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/LimitPushdownOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeDescUtils.java
HIVE-15472,2.2.0,
HIVE-15459,2.2.0,
HIVE-15445,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/QBSubQuery.java
HIVE-15438,2.2.0,
HIVE-15421,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java
HIVE-15418,2.2.0,
HIVE-15417,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/RexNodeConverter.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartitionPruner.java
HIVE-15407,2.2.0,
HIVE-15403,2.2.0,llap-common/src/java/org/apache/hadoop/hive/llap/LlapUtil.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java
HIVE-15378,2.2.0,
HIVE-15376,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/Driver.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DummyTxnManager.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/HiveTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager.java;ql/src/test/org/apache/hadoop/hive/ql/lockmgr/TestDbTxnManager2.java
HIVE-15369,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/ColumnPrunerProcFactory.java
HIVE-15362,2.2.0,
HIVE-15361,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java;ql/src/java/org/apache/hadoop/hive/ql/plan/LoadDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/LoadFileDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/LoadTableDesc.java;ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java;ql/src/test/org/apache/hadoop/hive/ql/optimizer/TestGenMapRedUtilsCreateConditionalTask.java
HIVE-15353,2.2.0,
HIVE-15347,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;llap-common/src/java/org/apache/hadoop/hive/llap/LlapUtil.java;llap-server/src/java/org/apache/hadoop/hive/llap/cli/LlapServiceDriver.java;llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/MiniLlapCluster.java
HIVE-15327,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/JoinOperator.java
HIVE-15318,2.2.0,
HIVE-15314,2.2.0,
HIVE-15283,2.2.0,
HIVE-15282,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/DDLTask.java
HIVE-15275,2.2.0,beeline/src/java/org/apache/hive/beeline/BeeLine.java;beeline/src/java/org/apache/hive/beeline/cli/HiveCli.java;beeline/src/test/org/apache/hive/beeline/TestBeeLineHistory.java
HIVE-15273,2.2.0,common/src/java/org/apache/hadoop/hive/conf/HiveConf.java;druid-handler/src/java/org/apache/hadoop/hive/druid/HiveDruidQueryBasedInputFormat.java;druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidQueryRecordReader.java;druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java
HIVE-15266,2.2.0,
HIVE-15251,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/exec/CommonJoinOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/JoinUtil.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/ConvertJoinMapJoin.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/MapJoinProcessor.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/Vectorizer.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java;ql/src/java/org/apache/hadoop/hive/ql/plan/JoinDesc.java
HIVE-15233,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/udf/UDFUUID.java;ql/src/test/org/apache/hadoop/hive/ql/udf/TestUDFUUID.java
HIVE-15218,2.2.0,
HIVE-15214,2.2.0,
HIVE-15211,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/ErrorMsg.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/JoinCondTypeCheckProcFactory.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;ql/src/java/org/apache/hadoop/hive/ql/parse/QBJoinTree.java;ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
HIVE-15209,2.2.0,
HIVE-15196,2.2.0,common/src/java/org/apache/hive/http/HttpServer.java;llap-server/src/test/org/apache/hadoop/hive/llap/daemon/services/impl/TestLlapWebServices.java;service/src/java/org/apache/hive/service/server/HiveServer2.java;service/src/test/org/apache/hive/service/server/TestHS2HttpServer.java
HIVE-15186,2.2.0,
HIVE-15143,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheImpl.java;llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestLowLevelCacheImpl.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java;storage-api/src/java/org/apache/hadoop/hive/common/io/DiskRangeList.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-15102,2.2.0,
HIVE-15091,2.2.0,
HIVE-15065,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SimpleFetchOptimizer.java
HIVE-15046,2.2.0,druid-handler/src/java/org/apache/hadoop/hive/druid/HiveDruidQueryBasedInputFormat.java;druid-handler/src/java/org/apache/hadoop/hive/druid/HiveDruidQueryBasedInputFormat.java;druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidGroupByQueryRecordReader.java;druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSelectQueryRecordReader.java;druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidTopNQueryRecordReader.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ASTBuilder.java;ql/src/java/org/apache/hadoop/hive/ql/parse/CalcitePlanner.java;serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/StandardStructObjectInspector.java
HIVE-15037,2.2.0,
HIVE-15036,2.2.0,
HIVE-15024,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheImpl.java;llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheImpl.java;llap-server/src/test/org/apache/hadoop/hive/llap/cache/TestLowLevelCacheImpl.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java;storage-api/src/java/org/apache/hadoop/hive/common/io/DiskRangeList.java;ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
HIVE-14991,2.2.0,jdbc/src/java/org/apache/hive/jdbc/HiveQueryResultSet.java
HIVE-14981,2.2.0,
HIVE-14975,2.2.0,
HIVE-14869,2.2.0,
HIVE-14843,2.2.0,
HIVE-14837,2.2.0,
HIVE-14831,2.2.0,
HIVE-14783,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/exec/ReduceSinkOperator.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java;ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
HIVE-14751,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/udf/UDFDateFloor.java;ql/src/test/org/apache/hadoop/hive/ql/udf/TestUDFDateFormatGranularity.java
HIVE-14739,2.2.0,beeline/src/java/org/apache/hive/beeline/BeeLine.java;cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java;common/src/java/org/apache/hive/common/util/ShutdownHookManager.java;common/src/test/org/apache/hive/common/util/TestShutdownHookManager.java;hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HiveClientCache.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HadoopJobExecHelper.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/session/SparkSessionManagerImpl.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper/CuratorFrameworkSingleton.java;service/src/java/org/apache/hive/service/server/HiveServer2.java;beeline/src/java/org/apache/hive/beeline/BeeLine.java;cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java;common/src/java/org/apache/hive/common/util/ShutdownHookManager.java;common/src/test/org/apache/hive/common/util/TestShutdownHookManager.java;hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HiveClientCache.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HadoopJobExecHelper.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/session/SparkSessionManagerImpl.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper/CuratorFrameworkSingleton.java;service/src/java/org/apache/hive/service/server/HiveServer2.java;testutils/ptest2/src/main/java/org/apache/hive/ptest/api/server/ExecutionController.java;beeline/src/java/org/apache/hive/beeline/BeeLine.java;cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java;common/src/java/org/apache/hive/common/util/ShutdownHookManager.java;common/src/test/org/apache/hive/common/util/TestShutdownHookManager.java;hcatalog/core/src/main/java/org/apache/hive/hcatalog/common/HiveClientCache.java;metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java;ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HadoopJobExecHelper.java;ql/src/java/org/apache/hadoop/hive/ql/exec/spark/session/SparkSessionManagerImpl.java;ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezJobMonitor.java;ql/src/java/org/apache/hadoop/hive/ql/hooks/ATSHook.java;ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper/CuratorFrameworkSingleton.java;service/src/java/org/apache/hive/service/server/HiveServer2.java;testutils/ptest2/src/main/java/org/apache/hive/ptest/api/server/ExecutionController.java
HIVE-14727,2.2.0,llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java
HIVE-14707,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezUtils.java;ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java;ql/src/test/org/apache/hadoop/hive/ql/TestTxnCommands.java;ql/src/test/org/apache/hadoop/hive/ql/parse/TestGenTezWork.java
HIVE-14694,2.2.0,ql/src/java/org/apache/hadoop/hive/ql/udf/UDFRand.java
